fips,name,pop_18
35007,"Colfax, NM",12110
35009,"Curry, NM",49437
35011,"De Baca, NM",1781
35013,"Doña Ana, NM",217522
35015,"Eddy, NM",57900
35017,"Grant, NM",27346
35019,"Guadalupe, NM",4341
35021,"Harding, NM",655
35023,"Hidalgo, NM",4240
35025,"Lea, NM",69611
35027,"Lincoln, NM",19556
35028,"Los Alamos, NM",19101
35029,"Luna, NM",23963
35031,"McKinley, NM",72290
35033,"Mora, NM",4506
35035,"Otero, NM",66781
35037,"Quay, NM",8253
35039,"Rio Arriba, NM",39006
35041,"Roosevelt, NM",18743
35043,"Sandoval, NM",145179
35045,"San Juan, NM",125043
35047,"San Miguel, NM",27591
35049,"Santa Fe, NM",150056
35051,"Sierra, NM",10968
35053,"Socorro, NM",16735
35055,"Taos, NM",32835
35057,"Torrance, NM",15591
35059,"Union, NM",4118
35061,"Valencia, NM*",76456
36001,"Albany, NY",307117
36003,"Allegany, NY",46430
36005,"Bronx, NY",1432132
36007,"Broome, NY",191659
36009,"Cattaraugus, NY",76840
36011,"Cayuga, NY",77145
36013,"Chautauqua, NY",127939
36015,"Chemung, NY",84254
36017,"Chenango, NY",47536
36019,"Clinton, NY",80695
36021,"Columbia, NY",59916
36023,"Cortland, NY",47823
36025,"Delaware, NY",44527
36027,"Dutchess, NY",293718
36029,"Erie, NY",919719
36031,"Essex, NY",37300
36033,"Franklin, NY",50293
36035,"Fulton, NY",53591
36037,"Genesee, NY",57511
36039,"Greene, NY",47491
36041,"Hamilton, NY",4434
36043,"Herkimer, NY",61833
36045,"Jefferson, NY",111755
36047,"Kings, NY",2582830
36049,"Lewis, NY",26447
36051,"Livingston, NY",63227
36053,"Madison, NY",70795
36055,"Monroe, NY",742474
36057,"Montgomery, NY",49455
36059,"Nassau, NY",1358343
36061,"New York, NY",1628701
36063,"Niagara, NY",210433
36065,"Oneida, NY",229577
36067,"Onondaga, NY",461809
36069,"Ontario, NY",109864
36071,"Orange, NY",381951
36073,"Orleans, NY",40612
36075,"Oswego, NY",117898
36077,"Otsego, NY",59749
36079,"Putnam, NY",98892
36081,"Queens, NY",2278906
36083,"Rensselaer, NY",159442
36085,"Richmond, NY",476179
36087,"Rockland, NY",325695
36089,"St. Lawrence, NY",108047
36091,"Saratoga, NY",230163
36093,"Schenectady, NY",155350
36095,"Schoharie, NY",31097
36097,"Schuyler, NY",17912
36099,"Seneca, NY",34300
36101,"Steuben, NY",95796
36103,"Suffolk, NY",1481093
36105,"Sullivan, NY",75498
36107,"Tioga, NY",48560
36109,"Tompkins, NY",102793
36111,"Ulster, NY",178599
36113,"Warren, NY",64265
36115,"Washington, NY",61197
36117,"Wayne, NY",90064
36119,"Westchester, NY",967612
36121,"Wyoming, NY",40085
36123,"Yates, NY",24841
37001,"Alamance, NC",166436
37003,"Alexander, NC",37353
37005,"Alleghany, NC",11161
37007,"Anson, NC",24877
37009,"Ashe, NC",27109
37011,"Avery, NC",17505
37013,"Beaufort, NC",47079
37015,"Bertie, NC",19026
37017,"Bladen, NC",33190
37019,"Brunswick, NC",136744
37021,"Buncombe, NC",259103
37023,"Burke, NC",90382
37025,"Cabarrus, NC",211342
37027,"Caldwell, NC",82029
37029,"Camden, NC",10710
37031,"Carteret, NC",69524
37033,"Caswell, NC",22698
37035,"Catawba, NC",158652
37037,"Chatham, NC",73139
37039,"Cherokee, NC",28383
37041,"Chowan, NC",14029
37043,"Clay, NC",11139
37045,"Cleveland, NC",97645
37047,"Columbus, NC",55655
37049,"Craven, NC",102912
37051,"Cumberland, NC",332330
37053,"Currituck, NC",27072
37055,"Dare, NC",36501
37057,"Davidson, NC",166614
37059,"Davie, NC",42733
37061,"Duplin, NC",58856
37063,"Durham, NC",316739
37065,"Edgecombe, NC",52005
37067,"Forsyth, NC",379099
37069,"Franklin, NC",67560
37071,"Gaston, NC",222846
37073,"Gates, NC",11573
37075,"Graham, NC",8484
37077,"Granville, NC",60115
37079,"Greene, NC",21012
37081,"Guilford, NC",533670
37083,"Halifax, NC",50574
37085,"Harnett, NC",134214
37087,"Haywood, NC",61971
37089,"Henderson, NC",116748
37091,"Hertford, NC",23659
37093,"Hoke, NC",54764
37095,"Hyde, NC",5230
37097,"Iredell, NC",178435
37099,"Jackson, NC",43327
37101,"Johnston, NC",202675
37103,"Jones, NC",9637
37105,"Lee, NC",61452
37107,"Lenoir, NC",55976
37109,"Lincoln, NC",83770
37111,"McDowell, NC",45507
37113,"Macon, NC",35285
37115,"Madison, NC",21763
37117,"Martin, NC",22671
37119,"Mecklenburg, NC",1093901
37121,"Mitchell, NC",15000
37123,"Montgomery, NC",27271
37125,"Moore, NC",98682
37127,"Nash, NC",94016
37129,"New Hanover, NC",232274
37131,"Northampton, NC",19676
37133,"Onslow, NC",197683
37135,"Orange, NC",146027
37137,"Pamlico, NC",12670
37139,"Pasquotank, NC",39639
37141,"Pender, NC",62162
37143,"Perquimans, NC",13422
37145,"Person, NC",39507
37147,"Pitt, NC",179914
37149,"Polk, NC",20611
37151,"Randolph, NC",143351
37153,"Richmond, NC",44887
37155,"Robeson, NC",131831
37157,"Rockingham, NC",90690
37159,"Rowan, NC",141262
37161,"Rutherford, NC",66826
37163,"Sampson, NC",63626
37165,"Scotland, NC",34810
37167,"Stanly, NC",62075
37169,"Stokes, NC",45467
37171,"Surry, NC",71948
37173,"Swain, NC",14245
37175,"Transylvania, NC",34215
37177,"Tyrrell, NC",4131
37179,"Union, NC",235908
37181,"Vance, NC",44582
37183,"Wake, NC",1092305
37185,"Warren, NC",19807
37187,"Washington, NC",11859
37189,"Watauga, NC",55945
37191,"Wayne, NC",123248
37193,"Wilkes, NC",68557
37195,"Wilson, NC",81455
37197,"Yadkin, NC",37543
37199,"Yancey, NC",17903
38001,"Adams, ND",2294
38003,"Barnes, ND",10542
38005,"Benson, ND",6962
38007,"Billings, ND",919
38009,"Bottineau, ND",6411
38011,"Bowman, ND",3076
38013,"Burke, ND",2100
38015,"Burleigh, ND",95273
38017,"Cass, ND",181516
38019,"Cavalier, ND",3829
38021,"Dickey, ND",4903
38023,"Divide, ND",2283
38025,"Dunn, ND",4332
38027,"Eddy, ND",2313
38029,"Emmons, ND",3295
38031,"Foster, ND",3216
38033,"Golden Valley, ND",1769
38035,"Grand Forks, ND",70770
38037,"Grant, ND",2374
38039,"Griggs, ND",2232
38041,"Hettinger, ND",2514
38043,"Kidder, ND",2450
38045,"LaMoure, ND",4062
38047,"Logan, ND",1903
38049,"McHenry, ND",5816
38051,"McIntosh, ND",2585
38053,"McKenzie, ND",13632
38055,"McLean, ND",9541
38057,"Mercer, ND",8267
38059,"Morton, ND",31095
38061,"Mountrail, ND",10218
38063,"Nelson, ND",2869
38065,"Oliver, ND",1952
38067,"Pembina, ND",6947
38069,"Pierce, ND",4081
38071,"Ramsey, ND",11481
38073,"Ransom, ND",5237
38075,"Renville, ND",2374
38077,"Richland, ND",16239
38079,"Rolette, ND",14301
38081,"Sargent, ND",3870
38083,"Sheridan, ND",1349
38085,"Sioux, ND",4358
38087,"Slope, ND",763
38089,"Stark, ND",30997
38091,"Steele, ND",1903
38093,"Stutsman, ND",20917
38095,"Towner, ND",2192
38097,"Traill, ND",8037
38099,"Walsh, ND",10667
38101,"Ward, ND",67744
38103,"Wells, ND",3957
38105,"Williams, ND",35350
39001,"Adams, OH",27724
39003,"Allen, OH",102663
39005,"Ashland, OH",53745
39007,"Ashtabula, OH",97493
39009,"Athens, OH",65818
39011,"Auglaize, OH",45804
39013,"Belmont, OH",67505
39015,"Brown, OH",43602
39017,"Butler, OH",382378
39019,"Carroll, OH",27081
39021,"Champaign, OH",38754
39023,"Clark, OH",134585
39025,"Clermont, OH",205466
39027,"Clinton, OH",42057
39029,"Columbiana, OH",102665
39031,"Coshocton, OH",36629
39033,"Crawford, OH",41550
39035,"Cuyahoga, OH",1243857
39037,"Darke, OH",51323
39039,"Defiance, OH",38165
39041,"Delaware, OH",204826
39043,"Erie, OH",74615
39045,"Fairfield, OH",155782
39047,"Fayette, OH",28666
39049,"Franklin, OH",1310300
39051,"Fulton, OH",42276
39053,"Gallia, OH",29979
39055,"Geauga, OH",94031
39057,"Greene, OH",167995
39059,"Guernsey, OH",39022
39061,"Hamilton, OH",816684
39063,"Hancock, OH",75930
39065,"Hardin, OH",31480
39067,"Harrison, OH",15174
39069,"Henry, OH",27086
39071,"Highland, OH",43058
39073,"Hocking, OH",28385
39075,"Holmes, OH",43892
39077,"Huron, OH",58504
39079,"Jackson, OH",32384
39081,"Jefferson, OH",65767
39083,"Knox, OH",61893
39085,"Lake, OH",230514
39087,"Lawrence, OH",59866
39089,"Licking, OH",175769
39091,"Logan, OH",45358
39093,"Lorain, OH",309461
39095,"Lucas, OH",429899
39097,"Madison, OH",44413
39099,"Mahoning, OH",229642
39101,"Marion, OH",65256
39103,"Medina, OH",179146
39105,"Meigs, OH",23106
39107,"Mercer, OH",40959
39109,"Miami, OH",106222
39111,"Monroe, OH",13790
39113,"Montgomery, OH",532331
39115,"Morgan, OH",14604
39117,"Morrow, OH",35112
39119,"Muskingum, OH",86183
39121,"Noble, OH",14354
39123,"Ottawa, OH",40769
39125,"Paulding, OH",18760
39127,"Perry, OH",36033
39129,"Pickaway, OH",58086
39131,"Pike, OH",28067
39133,"Portage, OH",162927
39135,"Preble, OH",40997
39137,"Putnam, OH",33780
39139,"Richland, OH",121099
39141,"Ross, OH",76931
39143,"Sandusky, OH",58799
39145,"Scioto, OH",75502
39147,"Seneca, OH",55207
39149,"Shelby, OH",48627
39151,"Stark, OH",371574
39153,"Summit, OH",541918
39155,"Trumbull, OH",198627
39157,"Tuscarawas, OH",92176
39159,"Union, OH",57835
39161,"Van Wert, OH",28281
39163,"Vinton, OH",13139
39165,"Warren, OH",232173
39167,"Washington, OH",60155
39169,"Wayne, OH",115967
39171,"Williams, OH",36804
39173,"Wood, OH",130696
39175,"Wyandot, OH",21935
40001,"Adair, OK",22082
40003,"Alfalfa, OK",5754
40005,"Atoka, OK",13838
40007,"Beaver, OK",5319
40009,"Beckham, OK",21709
40011,"Blaine, OK",9485
40013,"Bryan, OK",47192
40015,"Caddo, OK",28977
40017,"Canadian, OK",144447
40019,"Carter, OK",48177
40021,"Cherokee, OK",48675
40023,"Choctaw, OK",14668
40025,"Cimarron, OK",2153
40027,"Cleveland, OK",281669
40029,"Coal, OK",5520
40031,"Comanche, OK",120422
40033,"Cotton, OK",5776
40035,"Craig, OK",14306
40037,"Creek, OK",71604
40039,"Custer, OK",29036
40041,"Delaware, OK",42733
40043,"Dewey, OK",4894
40045,"Ellis, OK",3952
40047,"Garfield, OK",60913
40049,"Garvin, OK",27811
40051,"Grady, OK",55551
40053,"Grant, OK",4326
40055,"Greer, OK",5821
40057,"Harmon, OK",2664
40059,"Harper, OK",3797
40061,"Haskell, OK",12668
40063,"Hughes, OK",13335
40065,"Jackson, OK",24949
40067,"Jefferson, OK",6123
40069,"Johnston, OK",10949
40071,"Kay, OK",44161
40073,"Kingfisher, OK",15816
40075,"Kiowa, OK",8729
40077,"Latimer, OK",10231
40079,"Le Flore, OK",49980
40081,"Lincoln, OK",34920
40083,"Logan, OK",47291
40085,"Love, OK",10134
40087,"McClain, OK",39985
40089,"McCurtain, OK",32703
40091,"McIntosh, OK",19815
40093,"Major, OK",7644
40095,"Marshall, OK",16806
40097,"Mayes, OK",41107
40099,"Murray, OK",13953
40101,"Muskogee, OK",68362
40103,"Noble, OK",11289
40105,"Nowata, OK",10218
40107,"Okfuskee, OK",12098
40109,"Oklahoma, OK",792582
40111,"Okmulgee, OK",38335
40113,"Osage, OK",47014
40115,"Ottawa, OK",31175
40117,"Pawnee, OK",16390
40119,"Payne, OK",82040
40121,"Pittsburg, OK",43877
40123,"Pontotoc, OK",38247
40125,"Pottawatomie, OK",72679
40127,"Pushmataha, OK",11179
40129,"Roger Mills, OK",3656
40131,"Rogers, OK",91984
40133,"Seminole, OK",24578
40135,"Sequoyah, OK",41179
40137,"Stephens, OK",43265
40139,"Texas, OK",20455
40141,"Tillman, OK",7348
40143,"Tulsa, OK",648360
40145,"Wagoner, OK",80110
40147,"Washington, OK",51843
40149,"Washita, OK",11127
40151,"Woods, OK",8897
40153,"Woodward, OK",20222
41001,"Baker, OR",16006
41003,"Benton, OR",92101
41005,"Clackamas, OR",416075
41007,"Clatsop, OR",39764
41009,"Columbia, OR",52377
41011,"Coos, OR",64389
41013,"Crook, OR",23867
41015,"Curry, OR",22813
41017,"Deschutes, OR",191996
41019,"Douglas, OR",110283
41021,"Gilliam, OR",1894
41023,"Grant, OR",7176
41025,"Harney, OR",7329
41027,"Hood River, OR",23428
41029,"Jackson, OR",219564
41031,"Jefferson, OR",24192
41033,"Josephine, OR",87393
41035,"Klamath, OR",67653
41037,"Lake, OR",7879
41039,"Lane, OR",379611
41041,"Lincoln, OR",49388
41043,"Linn, OR",127335
41045,"Malheur, OR",30725
41047,"Marion, OR",346868
41049,"Morrow, OR",11372
41051,"Multnomah, OR",811880
41053,"Polk, OR",85234
41055,"Sherman, OR",1708
41057,"Tillamook, OR",26787
41059,"Umatilla, OR",77516
41061,"Union, OR",26461
41063,"Wallowa, OR",7081
41065,"Wasco, OR",26505
41067,"Washington, OR",597695
41069,"Wheeler, OR",1366
41071,"Yamhill, OR",107002
42001,"Adams, PA",102811
42003,"Allegheny, PA",1218452
42005,"Armstrong, PA",65263
42007,"Beaver, PA",164742
42009,"Bedford, PA",48176
42011,"Berks, PA",420152
42013,"Blair, PA",122492
42015,"Bradford, PA",60833
42017,"Bucks, PA",628195
42019,"Butler, PA",187888
42021,"Cambria, PA",131730
42023,"Cameron, PA",4492
42025,"Carbon, PA",64227
42027,"Centre, PA",162805
42029,"Chester, PA",522046
42031,"Clarion, PA",38779
42033,"Clearfield, PA",79388
42035,"Clinton, PA",38684
42037,"Columbia, PA",65456
42039,"Crawford, PA",85063
42041,"Cumberland, PA",251423
42043,"Dauphin, PA",277097
42045,"Delaware, PA",564751
42047,"Elk, PA",30169
42049,"Erie, PA",272061
42051,"Fayette, PA",130441
42053,"Forest, PA",7279
42055,"Franklin, PA",154835
42057,"Fulton, PA",14523
42059,"Greene, PA",36506
42061,"Huntingdon, PA",45168
42063,"Indiana, PA",84501
42065,"Jefferson, PA",43641
42067,"Juniata, PA",24704
42069,"Lackawanna, PA",210793
42071,"Lancaster, PA",543557
42073,"Lawrence, PA",86184
42075,"Lebanon, PA",141314
42077,"Lehigh, PA",368100
42079,"Luzerne, PA",317646
42081,"Lycoming, PA",113664
42083,"McKean, PA",40968
42085,"Mercer, PA",110683
42087,"Mifflin, PA",46222
42089,"Monroe, PA",169507
42091,"Montgomery, PA",828604
42093,"Montour, PA",18240
42095,"Northampton, PA",304807
42097,"Northumberland, PA",91083
42099,"Perry, PA",46139
42101,"Philadelphia, PA",1584138
42103,"Pike, PA",55933
42105,"Potter, PA",16622
42107,"Schuylkill, PA",142067
42109,"Snyder, PA",40540
42111,"Somerset, PA",73952
42113,"Sullivan, PA",6071
42115,"Susquehanna, PA",40589
42117,"Tioga, PA",40763
42119,"Union, PA",44785
42121,"Venango, PA",51266
42123,"Warren, PA",39498
42125,"Washington, PA",207346
42127,"Wayne, PA",51276
42129,"Westmoreland, PA",350611
42131,"Wyoming, PA",27046
42133,"York, PA",448273
44001,"Bristol, RI",48649
44003,"Kent, RI",163861
44005,"Newport, RI",82542
44007,"Providence, RI",636084
44009,"Washington, RI",126179
45001,"Abbeville, SC",24541
45003,"Aiken, SC",169401
45005,"Allendale, SC",8903
45007,"Anderson, SC",200482
45009,"Bamberg, SC",14275
45011,"Barnwell, SC",21112
45013,"Beaufort, SC",188715
45015,"Berkeley, SC",221091
45017,"Calhoun, SC",14520
45019,"Charleston, SC",405905
45021,"Cherokee, SC",57078
45023,"Chester, SC",32251
45025,"Chesterfield, SC",45754
45027,"Clarendon, SC",33700
45029,"Colleton, SC",37660
45031,"Darlington, SC",66802
45033,"Dillon, SC",30599
45035,"Dorchester, SC",160647
45037,"Edgefield, SC",27052
45039,"Fairfield, SC",22402
45041,"Florence, SC",138159
45043,"Georgetown, SC",62249
45045,"Greenville, SC",514213
45047,"Greenwood, SC",70741
45049,"Hampton, SC",19351
45051,"Horry, SC",344147
45053,"Jasper, SC",28971
45055,"Kershaw, SC",65592
45057,"Lancaster, SC",95380
45059,"Laurens, SC",66994
45061,"Lee, SC",17142
45063,"Lexington, SC",295032
45065,"McCormick, SC",9410
45067,"Marion, SC",31039
45069,"Marlboro, SC",26398
45071,"Newberry, SC",38520
45073,"Oconee, SC",78374
45075,"Orangeburg, SC",86934
45077,"Pickens, SC",124937
45079,"Richland, SC",414576
45081,"Saluda, SC",20544
45083,"Spartanburg, SC",313888
45085,"Sumter, SC",106512
45087,"Union, SC",27410
45089,"Williamsburg, SC",30606
45091,"York, SC",274118
46003,"Aurora, SD",2801
46005,"Beadle, SD",18883
46007,"Bennett, SD",3468
46009,"Bon Homme, SD",6980
46011,"Brookings, SD",35232
46013,"Brown, SD",39316
46015,"Brule, SD",5229
46017,"Buffalo, SD",2036
46019,"Butte, SD",10222
46021,"Campbell, SD",1377
46023,"Charles Mix, SD",9338
46025,"Clark, SD",3739
46027,"Clay, SD",14041
46029,"Codington, SD",28015
46031,"Corson, SD",4165
46033,"Custer, SD",8726
46035,"Davison, SD",19790
46037,"Day, SD",5505
46039,"Deuel, SD",4337
46041,"Dewey, SD",5904
46043,"Douglas, SD",2935
46045,"Edmunds, SD",3875
46047,"Fall River, SD",6758
46049,"Faulk, SD",2330
46051,"Grant, SD",7147
46053,"Gregory, SD",4212
46055,"Haakon, SD",1918
46057,"Hamlin, SD",6111
46059,"Hand, SD",3262
46061,"Hanson, SD",3376
46063,"Harding, SD",1249
46065,"Hughes, SD",17650
46067,"Hutchinson, SD",7380
46069,"Hyde, SD",1282
46071,"Jackson, SD",3307
46073,"Jerauld, SD",2043
46075,"Jones, SD",928
46077,"Kingsbury, SD",4919
46079,"Lake, SD",13057
46081,"Lawrence, SD",25741
46083,"Lincoln, SD",58807
46085,"Lyman, SD",3821
46087,"McCook, SD",5546
46089,"McPherson, SD",2407
46091,"Marshall, SD",5112
46093,"Meade, SD",28294
46095,"Mellette, SD",2042
46097,"Miner, SD",2213
46099,"Minnehaha, SD",192876
46101,"Moody, SD",6579
46102,"Oglala Lakota, SD*",14309
46103,"Pennington, SD",111729
46105,"Perkins, SD",2922
46107,"Potter, SD",2207
46109,"Roberts, SD",10447
46111,"Sanborn, SD",2429
46115,"Spink, SD",6495
46117,"Stanley, SD",3022
46119,"Sully, SD",1392
46121,"Todd, SD",10283
46123,"Tripp, SD",5478
46125,"Turner, SD",8424
46127,"Union, SD",15619
46129,"Walworth, SD",5587
46135,"Yankton, SD",22869
46137,"Ziebach, SD",2742
47001,"Anderson, TN",76482
47003,"Bedford, TN",49038
47005,"Benton, TN",16184
47007,"Bledsoe, TN",14755
47009,"Blount, TN",131349
47011,"Bradley, TN",106727
47013,"Campbell, TN",39583
47015,"Cannon, TN",14462
47017,"Carroll, TN",28020
47019,"Carter, TN",56351
47021,"Cheatham, TN",40439
47023,"Chester, TN",17276
47025,"Claiborne, TN",31756
47027,"Clay, TN",7717
47029,"Cocke, TN",35774
47031,"Coffee, TN",55700
47033,"Crockett, TN",14328
47035,"Cumberland, TN",59673
47037,"Davidson, TN",692587
47039,"Decatur, TN",11706
47041,"DeKalb, TN",20138
47043,"Dickson, TN",53446
47045,"Dyer, TN",37320
47047,"Fayette, TN",40507
47049,"Fentress, TN",18217
47051,"Franklin, TN",41890
47053,"Gibson, TN",49045
47055,"Giles, TN",29503
47057,"Grainger, TN",23145
47059,"Greene, TN",69087
47061,"Grundy, TN",13346
47063,"Hamblen, TN",64569
47065,"Hamilton, TN",364286
47067,"Hancock, TN",6549
47069,"Hardeman, TN",25220
47071,"Hardin, TN",25776
47073,"Hawkins, TN",56530
47075,"Haywood, TN",17335
47077,"Henderson, TN",27847
47079,"Henry, TN",32358
47081,"Hickman, TN",25063
47083,"Houston, TN",8263
47085,"Humphreys, TN",18486
47087,"Jackson, TN",11758
47089,"Jefferson, TN",54012
47091,"Johnson, TN",17778
47093,"Knox, TN",465289
47095,"Lake, TN",7411
47097,"Lauderdale, TN",25825
47099,"Lawrence, TN",43734
47101,"Lewis, TN",12086
47103,"Lincoln, TN",34117
47105,"Loudon, TN",53054
47107,"McMinn, TN",53285
47109,"McNairy, TN",25832
47111,"Macon, TN",24265
47113,"Madison, TN",97605
47115,"Marion, TN",28575
47117,"Marshall, TN",33683
47119,"Maury, TN",94340
47121,"Meigs, TN",12306
47123,"Monroe, TN",46357
47125,"Montgomery, TN",205950
47127,"Moore, TN",6411
47129,"Morgan, TN",21579
47131,"Obion, TN",30267
47133,"Overton, TN",22068
47135,"Perry, TN",8064
47137,"Pickett, TN",5082
47139,"Polk, TN",16898
47141,"Putnam, TN",78843
47143,"Rhea, TN",33044
47145,"Roane, TN",53140
47147,"Robertson, TN",71012
47149,"Rutherford, TN",324890
47151,"Scott, TN",22039
47153,"Sequatchie, TN",14876
47155,"Sevier, TN",97892
47157,"Shelby, TN",935764
47159,"Smith, TN",19942
47161,"Stewart, TN",13561
47163,"Sullivan, TN",157668
47165,"Sumner, TN",187149
47167,"Tipton, TN",61581
47169,"Trousdale, TN",11012
47171,"Unicoi, TN",17761
47173,"Union, TN",19688
47175,"Van Buren, TN",5765
47177,"Warren, TN",40878
47179,"Washington, TN",128607
47181,"Wayne, TN",16558
47183,"Weakley, TN",33415
47185,"White, TN",27107
47187,"Williamson, TN",231729
47189,"Wilson, TN",140625
48001,"Anderson, TX",58057
48003,"Andrews, TX",18128
48005,"Angelina, TX",87092
48007,"Aransas, TX",23792
48009,"Archer, TX",8786
48011,"Armstrong, TX",1892
48013,"Atascosa, TX",50310
48015,"Austin, TX",29989
48017,"Bailey, TX",7027
48019,"Bandera, TX",22824
48021,"Bastrop, TX",86976
48023,"Baylor, TX",3582
48025,"Bee, TX",32587
48027,"Bell, TX",355642
48029,"Bexar, TX",1986049
48031,"Blanco, TX",11702
48033,"Borden, TX",648
48035,"Bosque, TX",18691
48037,"Bowie, TX",94324
48039,"Brazoria, TX",370200
48041,"Brazos, TX",226758
48043,"Brewster, TX",9267
48045,"Briscoe, TX",1516
48047,"Brooks, TX",7114
48049,"Brown, TX",37924
48051,"Burleson, TX",18389
48053,"Burnet, TX",47542
48055,"Caldwell, TX",43247
48057,"Calhoun, TX",21561
48059,"Callahan, TX",13994
48061,"Cameron, TX",423908
48063,"Camp, TX",13033
48065,"Carson, TX",6005
48067,"Cass, TX",30119
48069,"Castro, TX",7665
48071,"Chambers, TX",42454
48073,"Cherokee, TX",52592
48075,"Childress, TX",7291
48077,"Clay, TX",10456
48079,"Cochran, TX",2836
48081,"Coke, TX",3370
48083,"Coleman, TX",8397
48085,"Collin, TX",1005146
48087,"Collingsworth, TX",2962
48089,"Colorado, TX",21217
48091,"Comal, TX",148373
48093,"Comanche, TX",13534
48095,"Concho, TX",4276
48097,"Cooke, TX",40574
48099,"Coryell, TX",74808
48101,"Cottle, TX",1389
48103,"Crane, TX",4794
48105,"Crockett, TX",3499
48107,"Crosby, TX",5779
48109,"Culberson, TX",2204
48111,"Dallam, TX",7200
48113,"Dallas, TX",2637772
48115,"Dawson, TX",12619
48117,"Deaf Smith, TX",18760
48119,"Delta, TX",5349
48121,"Denton, TX",859064
48123,"DeWitt, TX",20187
48125,"Dickens, TX",2249
48127,"Dimmit, TX",10308
48129,"Donley, TX",3319
48131,"Duval, TX",11212
48133,"Eastland, TX",18322
48135,"Ector, TX",162124
48137,"Edwards, TX",1928
48139,"Ellis, TX",179436
48141,"El Paso, TX",840758
48143,"Erath, TX",42446
48145,"Falls, TX",17335
48147,"Fannin, TX",35286
48149,"Fayette, TX",25349
48151,"Fisher, TX",3839
48153,"Floyd, TX",5837
48155,"Foard, TX",1200
48157,"Fort Bend, TX",787858
48159,"Franklin, TX",10766
48161,"Freestone, TX",19808
48163,"Frio, TX",19816
48165,"Gaines, TX",20901
48167,"Galveston, TX",337890
48169,"Garza, TX",6578
48171,"Gillespie, TX",26804
48173,"Glasscock, TX",1388
48175,"Goliad, TX",7584
48177,"Gonzales, TX",20826
48179,"Gray, TX",21895
48181,"Grayson, TX",133991
48183,"Gregg, TX",123707
48185,"Grimes, TX",28360
48187,"Guadalupe, TX",163694
48189,"Hale, TX",33830
48191,"Hall, TX",3028
48193,"Hamilton, TX",8484
48195,"Hansford, TX",5463
48197,"Hardeman, TX",3922
48199,"Hardin, TX",57207
48201,"Harris, TX",4698619
48203,"Harrison, TX",66726
48205,"Hartley, TX",5619
48207,"Haskell, TX",5813
48209,"Hays, TX",222631
48211,"Hemphill, TX",3825
48213,"Henderson, TX",82299
48215,"Hidalgo, TX",865939
48217,"Hill, TX",36354
48219,"Hockley, TX",22980
48221,"Hood, TX",60537
48223,"Hopkins, TX",36810
48225,"Houston, TX",23169
48227,"Howard, TX",36459
48229,"Hudspeth, TX",4795
48231,"Hunt, TX",96493
48233,"Hutchinson, TX",21198
48235,"Irion, TX",1522
48237,"Jack, TX",8843
48239,"Jackson, TX",14874
48241,"Jasper, TX",35872
48243,"Jeff Davis, TX",2252
48245,"Jefferson, TX",255001
48247,"Jim Hogg, TX",5248
48249,"Jim Wells, TX",40822
48251,"Johnson, TX",171361
48253,"Jones, TX",19817
48255,"Karnes, TX",15650
48257,"Kaufman, TX",128622
48259,"Kendall, TX",45641
48261,"Kenedy, TX",442
48263,"Kent, TX",726
48265,"Kerr, TX",52405
48267,"Kimble, TX",4362
48269,"King, TX",277
48271,"Kinney, TX",3767
48273,"Kleberg, TX",31129
48275,"Knox, TX",3653
48277,"Lamar, TX",49728
48279,"Lamb, TX",13158
48281,"Lampasas, TX",21229
48283,"La Salle, TX",7531
48285,"Lavaca, TX",20110
48287,"Lee, TX",17144
48289,"Leon, TX",17270
48291,"Liberty, TX",86323
48293,"Limestone, TX",23519
48295,"Lipscomb, TX",3355
48297,"Live Oak, TX",12166
48299,"Llano, TX",21646
48301,"Loving, TX",152
48303,"Lubbock, TX",307412
48305,"Lynn, TX",5877
48307,"McCulloch, TX",7987
48309,"McLennan, TX",254607
48311,"McMullen, TX",749
48313,"Madison, TX",14422
48315,"Marion, TX",9928
48317,"Martin, TX",5753
48319,"Mason, TX",4280
48321,"Matagorda, TX",36552
48323,"Maverick, TX",58485
48325,"Medina, TX",50921
48327,"Menard, TX",2139
48329,"Midland, TX",172578
48331,"Milam, TX",25131
48333,"Mills, TX",4921
48335,"Mitchell, TX",8145
48337,"Montague, TX",19596
48339,"Montgomery, TX",590925
48341,"Moore, TX",21485
48343,"Morris, TX",12339
48345,"Motley, TX",1234
48347,"Nacogdoches, TX",65711
48349,"Navarro, TX",49565
48351,"Newton, TX",13746
48353,"Nolan, TX",14751
48355,"Nueces, TX",362265
48357,"Ochiltree, TX",9947
48359,"Oldham, TX",2131
48361,"Orange, TX",83572
48363,"Palo Pinto, TX",28875
48365,"Panola, TX",23148
48367,"Parker, TX",138371
48369,"Parmer, TX",9864
48371,"Pecos, TX",15673
48373,"Polk, TX",50031
48375,"Potter, TX",119648
48377,"Presidio, TX",6948
48379,"Rains, TX",12159
48381,"Randall, TX",136271
48383,"Reagan, TX",3741
48385,"Real, TX",3478
48387,"Red River, TX",12175
48389,"Reeves, TX",15695
48391,"Refugio, TX",7032
48393,"Roberts, TX",903
48395,"Robertson, TX",17284
48397,"Rockwall, TX",100657
48399,"Runnels, TX",10234
48401,"Rusk, TX",54450
48403,"Sabine, TX",10589
48405,"San Augustine, TX",8232
48407,"San Jacinto, TX",28719
48409,"San Patricio, TX",66893
48411,"San Saba, TX",6054
48413,"Schleicher, TX",2895
